string,string,string,string,string,string,string
id,author_id,title,content,yunlv_rule,author,dynasty
253548,9669,題王南杰遠明樓,重欄俯江湄，四箔捲雲表。|晴暉爍纖翳，萬里歸一眇。|清高樓上人，眼闊天地小。|何當倚秋空，吟送飛鴻杳。,○平仄平平，仄仄仄平仄。|平平仄平仄，仄仄平仄仄。|平平平仄平，仄仄平仄仄。|平○仄平○，○仄平平仄。,陳郁,S
253549,9669,題朱氏隠閑樓,卜築雖城市，心安跡亦安。|一樓深自適，萬事少相干。|月向重簷待，山於曲檻看。|門前車馬客，未必識天寬。,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,陳郁,S
253550,9669,爲古艾鄭子剛賦可軒  其一,未赴功名且釣船，忽勤王事即貂蟬。|丈夫出處隨時變，須卜此心然不然。,仄仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄平平仄，平仄仄平平仄平。,陳郁,S
253551,9669,爲古艾鄭子剛賦可軒  其二,不容不辦屋三間，出即扃幽退隠閑。|我蔽一言君記取，黄扉未必似青山。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。,陳郁,S
253552,9669,爲朱柳州賦足庵,名庵以足關天理，須向庵中靜處參。|底事此心無所欠，祇緣與世不生貪。|書淫過似專房樂，蔬食多於列鼎甘。|却怪紫芝曾漏泄，從來坤勢闕東南。,平平仄仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。,陳郁,S
253553,9669,遊葛氏山堂,催詩雨裏載杯盤，名勝園林得借閑。|百五日當春事閙，十三人坐宴堂寬。|都拋世味言談外，盡出家藏意玩間。|不是主人風度遠，客遊那有許清歡。,平平仄仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,陳郁,S
253554,9669,閉戶,坐到心清有妙香，蒲團紙帳任更長。|閉門不受庭前月，分付梅花自主張。,仄仄平平仄仄平，平平仄仄平平平。|仄平仄仄平平仄，仄仄平平仄仄平。,陳郁,S
253555,9669,倚樓,一聲新鴈一聲秋，獨向江樓倚莫愁。|江上片雲將雨去，却留殘照管汀洲。,仄平平仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,陳郁,S
253556,9669,多景樓眺望,江淮萬里天，歷歷在樓前。|對景獨登覽，因思幾變遷。|雲橫秋水外，鳥度夕陽邊。|倦倚闌干北，令人思黯然。,平平仄仄平，仄仄仄平平。|仄仄仄平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，仄平仄仄平。,陳郁,S
253557,9669,商驛樓東望有感,山川去接漢江東，曾伴隋侯醉此中。|歌遶夜梁珠宛轉，舞嬌春席雪朦朧。|棠遺善政陰猶在，薤送哀聲事已空。|惆悵知音竟難得，兩行清淚白楊風。,平平仄仄仄平平，平仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|平仄平平仄仄仄，仄平平仄仄平平。,陳郁,S
253558,9669,爲僧如賦深居,禪居自合入山林，闤闠之中豈是深。|須信道人清似水，佳城如住海波心。,平平仄仄仄平平，平仄平平仄仄平。|平仄仄平平仄仄，平平仄仄仄平平。,陳郁,S
253559,9669,登法海寺小閣,絕頂危梯緩步登，俯空幽閣據崚嶒。|不知吟到無窮處，但覺一層高一層。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，仄仄仄平平仄平。,陳郁,S
253560,9669,題治平寺壁,越君嘗膽苦心摧，娃館春風正酒杯。|絃管但知連夜樂，旌旗先已過溪來。|麋衝曉霧遊荒苑，鴉立斜陽噪古臺。|野客不談興廢事，綠陰深處摘青梅。,仄平平仄仄平平，平仄平平仄仄平。|平仄仄平平仄仄，平平平仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,陳郁,S
253561,9669,宿普化庵,貪翫水雲鄉，來遲到夕陽。|艤舡依釣石，欹枕借禪床。|衾薄疑秋老，茶多覺夜長。|節庵湖海客，語下不尋常。,平仄仄平平，平平仄仄平。|仄平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。,陳郁,S
253562,9669,題林月巖冷泉詩後,巖裏空寒玉有聲，亭前淵靜鏡生明。|從他流入香塵去，不礙源頭徹底清。,平仄平平仄仄平，平平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。,陳郁,S
253563,9669,讀淮陰侯傳,必得真王乃鎮齊，假王雖有亦奚爲。|區區呂姥何能爾，自是將軍不三思。,仄仄平平仄仄平，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,陳郁,S
253564,9669,讀唐子西漂母傳,識得英雄爲理貧，果能誅項滅三秦。|老增事去方撞斗，羞見沙頭澼絖人。,仄仄平平平仄平，仄平平仄仄平平。|仄平仄仄平仄仄，平仄平平仄仄平。,陳郁,S
253565,9669,讀容齋三筆記,大曆謀臣匪盡忠，時君好佛遂成風。|詳陳福業因元載，輕授儀同付不空。|此日有丘猶血刃，後來無賞失邊功。|代宗繆濫惟何甚，千古容齋直筆公。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。,陳郁,S
253566,9669,送胡月山歸湖山,知從清淺水邊來，標致孤高似老梅。|華館久同佳客住，錦囊多爲貴人開。|消除世慮抄花譜，發越吟情戀酒杯。|記取逋仙欠詩嗣，古祠香火莫塵埃。,平平平仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，仄平平平仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄平平仄平仄，仄平平仄仄平平。,陳郁,S
253567,9669,送竹嶼韓議事遊邊,風雪垂垂歲欲除，若爲驅馬問長途。|才兼文武如君少，量納江湖近日無。|吟旅筆靈花璀璨，带行刀古血模糊。|經從渭水須留款，恐有論心老釣徒。,平仄平平仄仄平，仄平仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,陳郁,S
253568,9669,壽史相,崧高當日慶生申，先占韶光恰一旬。|勳業已追□伊佐，文章獨造孟軻醇。|千齡社稷資盤石，萬國黎元入化鈞。|餘事吏將商麯糵，一時取作鳳城春。,平平仄仄仄平平，平仄平平仄仄平。|平仄仄平平平仄，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平平。,陳郁,S
253569,9669,淮西何總卿,頻年增竈起邊兵，給餉誰先足萬營。|凡有求焉皆越從，不言功者尚爲卿。|朝家豈是無公議，督府如何不動情。|我爲箋天天已許，且將勳業換長生。,平平平仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄平平平平仄仄，平平平仄仄平平。,陳郁,S
253570,9669,壽黄復庵,移家載雪河橋住，吟過餘寒不出門。|人遣奚奴傳吉語，天教詞客壽清樽。|上林開到梨花了，次第牡丹紅欲笑。|眉端聞說點微黄，應捧金牋承密詔。|名隨春色滿乾坤，涪水之翁有耳孫。,平平仄仄平平仄，○○平平仄仄平。|平仄平平○仄仄，平○平仄仄平平。|仄平平仄平平○，仄仄仄平平仄仄。|平平○仄仄平平，○仄平平平仄仄。|平平平仄仄平平，平仄平平仄仄平。,陳郁,S
253571,9669,壽毛荷塘,嘗於勸耕日，杯酒祝騷人。|年與我俱老，友惟君最仁。|種蓮知性靜，吟草見天真。|處世安如此，鬢毛應耐春。,平平仄平仄，平仄仄平平。|平仄仄平仄，仄平平仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，仄平仄仄平。,陳郁,S
253572,9669,贈眼齒科林殿幹,眼必延厥光，齒必全厥剛。|裂眥不足貴，所貴者目瞭。|穿齦不足畏，所畏者唇亡。|故恃明者必察，恃剛者必傷。|此林氏子以是語語我，我亦以是語信其醫之良，因墨之右方。,仄仄平仄平，仄仄平仄平。|仄仄仄仄仄，仄仄仄仄仄。|○平仄仄仄，仄仄仄平平。|仄仄平仄仄仄，仄平仄仄平。|仄平仄仄仄仄仄仄仄，仄仄仄仄仄仄○平平平，平仄平仄平。,陳郁,S
253573,9669,贈醫士,榆花着雨亂飄時，是處調虞費上池。|好試平生醫國手，呼盧作五有天知。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。,陳郁,S
253574,9669,贈談命,術不與今同，清名亦可宗。|學雖精象數，妙亦發鴻蒙。|政自愁傍午，胡爲說併衝。|生來忘利祿，祗合問詩窮。,仄仄仄平平，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平仄仄，平平仄仄平。|平平仄仄仄，平仄仄平平。,陳郁,S
253575,9669,送詩友歸西湖,詩到西湖漸逼真，便當於此老吟身。|舉頭莫看王侯面，失脚恐爲名利人。|千載留芳惟好句，百年得意總微塵。|鑱君姓字中興集，留伴梅花歲歲春。,平仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，仄仄仄平平仄平。|平仄平平平仄仄，仄平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,陳郁,S
253576,9669,送友人赴鄉舉,我方治地種秋芳，君亦濡毫擬擅場。|待得君歸醉重九，捷旗如我菊花黄。,仄平仄仄仄平平，平仄平平仄仄平。|仄仄平平仄仄仄，仄平仄仄仄平平。,陳郁,S
253577,9669,句  其一,闢戶夜通月，掬泉朝飲星。,仄仄仄平仄，仄平平仄平。,陳郁,S
253578,9669,句  其二,煖爆花巖日，晴眠蘚石烟。,仄仄平平仄，平平仄仄平。,陳郁,S
253579,9669,句  其三,地曠日難晚，海寬天欲浮。,仄仄仄○仄，仄平平仄平。,陳郁,S
253580,9669,句  其四,與子纔分手，何人更賞心。,仄仄平○仄，平平○仄平。,陳郁,S
253581,9669,句  其五,遊歸雲衲破，定起石床溫。,平平平仄仄，仄仄仄平平。,陳郁,S
253582,9669,句  其六,道至無偏黨，心何有重輕。,仄仄平平仄，平平仄○○。,陳郁,S
253583,9669,句  其七,萬事豈容人有意，一春多被雨無情。,仄仄仄平平仄仄，仄平平仄仄平平。,陳郁,S
253584,9670,句,惟有楊花思空闊，正零落處是開時。,平仄平平○○仄，○平仄仄仄平平。,王太沖,S
253585,9671,淳祐七年丁未十一月朔蔡久軒自江東提刑歸抵家時三館諸公以風霜隨氣節河漢下文章分韻賦詩送別得隨字,嵯峨武夷山，中有梁棟姿。|鳳凰鳴高崗，隠見視其時。|孰若阿房宮，下容五丈旗。|孰奏簫韶樂，和聲召來儀。|才大古難用，論高人先知。|晦翁千載人，源流有餘師。|衣傳正大學，時吐蹇諤辭。|國步方險艱，憂端終南齊。|袖有濟時策，真言琅玕披。|忠嘉許稷契，不事激與隨。|辯論黼座側，聽納天顔怡。|林林陛楯郎，相顧胥嘆咨。|中有張萬福，拜賀太平基。|正頼中流柱，障瀾使東之。|胡爲勇於去，神龍不容覊。|平生廉靖操，爲國張四維。|西風送漢節，凜凜生霜威。|皇華馳周隰，晝錦輝繡衣。|清臺占二星，今夕躔已移。|江右九州地，俗弊民已疲。|高褰赤帷裳，下照及隠微。|刑清民乃服，莠除苗始滋。|烹鮮戒政擾，漏魚寧網稀。|要令珥筆俗，洗心學書詩。|更令佩犢子，竭力事耘耔。|鄱江歇瀾波，貫索韜光輝。|丕變東楚俗，若咏洙泗涯。|小試大儒效，泰山一毫釐。|寧如立本朝，措世復雍熙。|無容孔席暖，佇興宣室思。|歸來納絳節，平步登黄扉。|富貴推不去，乘留復奚疑。,平平仄平平，○仄平仄平。|仄平平平平，仄仄仄○平。|仄仄平平平，仄平仄仄平。|仄仄平平仄，○平仄平平。|平仄仄○仄，○平平平平。|仄平平仄平，平平仄平平。|○○○仄仄，平仄○仄平。|仄仄平仄平，平平平平平。|仄仄仄平仄，平平平平平。|平平仄仄仄，仄仄仄仄平。|仄○仄仄仄，○仄平平平。|平平仄仄平，○仄平○平。|○仄○仄仄，仄仄仄平平。|○仄○平仄，仄○仄平平。|平平仄平仄，平平仄平平。|平平平仄○，平仄○仄平。|平平仄仄仄，仄仄平平平。|平平平平仄，仄仄平仄○。|平平○仄平，平仄平仄平。|平仄仄平仄，仄仄平仄平。|平平仄平平，仄仄仄仄平。|平平平仄仄，仄○平仄平。|平○仄仄仄，仄平平仄平。|仄仄仄仄仄，仄平仄平平。|○仄仄仄仄，仄仄仄平○。|平平仄○平，仄仄平平平。|平仄平仄仄，仄仄平仄平。|仄仄仄平仄，仄平仄○平。|平○仄仄平，仄仄仄○平。|平平仄仄仄，仄○平仄○。|平平仄仄仄，平仄平平平。|仄仄平仄仄，○○仄平平。,王撝,S
253586,9671,句,蘭臺舊家學，胡不紹箕裘。,平平仄平仄，平仄仄平平。,王撝,S
253587,9672,隠真洞,鼎湖劍佩有遺蹤，唐室真人羽化同。|九轉藥成丹竈冷，五雲車去玉堂空。|仙家日月蓬壺裏，塵世烟花夢寐中。|徒有舊山流水畔，古松枝葉苦吟風。,仄平仄仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,趙汝造,S
253588,9673,題萬壽圓覺院  其一,梵室香飄隔竹聞，壁間肆筆爛奎文。|山深翠輦經行處，猶卧從龍數點雲。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,吳鋼,S
253589,9673,題萬壽圓覺院  其二,地偏境靜人無事，雨後風柔物可情。|山鳥定知琴意好，倚花渾不作春聲。,仄平仄仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,吳鋼,S
253590,9673,題褒親崇壽寺,坳徑石䶥齖，梅枝礙竹斜。|舊封妃子墓，殘照覺王家。|亭砌旋風葉，巖流出洞花。|飽參塵世味，得似野僧茶。,平仄仄平平，平平仄仄平。|仄平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。,吳鋼,S
253591,9674,以久字韻賦翁仲,武皇騎龍朝帝后，露濕銅仙古苔繡。|景初命名翁與仲，無復衣冠仍漢舊。|桓圭大劍高嵯峨，不動如山嚴鎮守。|豈知屹立司馬門，九鼎暗移司馬手。|變遷陵谷亦何易，洛陽塵埃一回首。|因嗟寵辱非可常，世間何者爲長久。|君不見後來荆棘埋銅駝，坐想失身橫隴畝。,仄平○平平仄仄，仄仄平平仄平仄。|仄平仄平平仄仄，平仄○○平仄仄。|平平仄仄平平平，仄仄○平平仄仄。|仄平仄仄○仄平，仄仄仄平○仄仄。|仄平平仄仄平仄，仄平平平仄○仄。|平平仄仄平仄平，仄○平仄平○仄。|平仄仄仄平平仄平平平，仄仄仄平○仄仄。,錢穎,S
253592,9674,再入臺,紫綸飛下會稽山，衣繡歸來冠豸冠。|驄馬長鳴天路熟，棲鳥重認禁枝寒。|人憂時世方多事，我喜朝廷看諫官。|堯舜君民身稷契，不爲容易不爲難。,仄平平仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，平仄仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|平仄平平平仄仄，仄平平仄仄平平。,錢穎,S
253593,9674,秋胡子,郎恩葉薄妾冰清，郎說黄金妾不應。|若使偶然通一笑，半生誰信守孤燈。,平平仄仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,錢穎,S
253594,9675,題隠者所居,盡日掩柴門，何人得見君。|只因喧寂異，似有聖凡分。|瀑近夜疑雨，山深晴亦雲。|傳聞九霄翮，落羽正紛紛。,仄仄仄平平，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄仄平仄，平平平仄平。|平平仄平仄，仄仄仄平平。,儲泳,S
253595,9675,秋夕懷友,樓高不敢眺，愁思滿滄洲。|有夢隔千里，無書過一秋。|晴風吹野樹，落日照寒流。|客裏添蕭索，何時得共游。,平平仄仄仄，平仄仄平平。|仄仄仄平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253596,9675,題胡琴窗方徑,詩窮推不去，終有惡圓心。|樓倚風烟外，琴橫星斗沉。|行看花四面，坐對竹千尋。|却笑陶彭澤，歸來荒草深。,平平平仄仄，平仄仄平平。|平仄平平仄，平平平仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平平仄平。,儲泳,S
253597,9675,清閟軒,萬竹中央住，清心自愛持。|不除傷砌笋，慵洗宿禽枝。|影落翻經處，聲敲入定時。|重泥新雪壁，留待客題詩。,仄仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,儲泳,S
253598,9675,送春,送春歸去後，身却在天涯。|有夢忘爲客，見書如到家。|樓空初入燕，柳暗欲藏鴉。|故苑新桃李，閑開一度花。,仄平平仄仄，平仄仄平平。|仄仄仄平仄，仄平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253599,9675,聞采石分司芸隠訃,忽聞千里訃，涕淚已交橫。|遽奪英雄去，不教功業成。|人疑藏六甲，天使伴長庚。|惆悵青山夢，分明坐兩楹。,仄平平仄仄，仄仄仄平平。|仄仄平平仄，仄平平仄平。|平平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。,儲泳,S
253600,9675,小園,墾葦栽花柳，園林小小成。|旋分黄菊本，新扁草堂名。|池水通湖活，江風過竹清。|不期車馬到，足自稱幽情。,仄仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。,儲泳,S
253601,9675,亭下,亭下冷泉清，松深地絕塵。|細看門外樹，幾換寺中人。|別嶂孤猿曉，幽花百鳥春。|坐來危石上，疑是比丘身。,平仄仄平平，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。,儲泳,S
253602,9675,思歸,客樓高處望，獨立對斜暉。|負郭有田在，故山何日歸。|秋深楊柳薄，水闊鷺鷥飛。|風景正蕭索，何堪聞搗衣。,仄平平仄仄，仄仄仄平平。|仄仄仄平仄，仄平平仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。,儲泳,S
253603,9675,送人遊邊,邊風吹鴈至，君却向邊遊。|正立功名日，去防關塞秋。|看鵰因撚箭，調馬試呈毬。|奏凱歸時節，應須萬戶侯。,平平平仄仄，平仄仄平平。|仄仄平平仄，仄平平仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253604,9675,送兄潮舉,老來偏惜別，此別更關情。|水陸三千里，舟車一月程。|鴈聲鄉思遠，鸞影旅魂驚。|楊柳彫零盡，無枝可贈行。,仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。,儲泳,S
253605,9675,寄兄玉老,雷陽路迢遞，回首亦關心。|重別因輕諾，遠行多近吟。|客懷秋色早，歸夢嶺雲深。|莫以書無益，人來惜萬金。,平平仄平仄，仄仄仄平平。|仄仄平平仄，仄平平仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253606,9675,淀山寺,無路接塵寰，中流擁翠鬟。|望中疑有寺，游處若無山。|過雨行雲濕，衝風釣艇還。|龜邊舊鷗鷺，心事頗相關。,平仄仄平平，平平仄仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|平平仄平仄，平仄仄平平。,儲泳,S
253607,9675,悼古鏡果佛慧法師,霜毛垂半頂，說法國王前。|定裏修千劫，佛中添一員。|謚尊終後賜，真諦在時傳。|講下諸徒弟，焚香石塔邊。,平平平仄仄，仄仄仄平平。|仄仄平平仄，仄平平仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253608,9675,送陳雲崖,出門即遠道，君去有誰令。|詩價侯門賤，時情客路輕。|晚雲歸獨樹，寒雨暗荒城。|此地還相別，誰能不動情。,仄平仄仄仄，平仄仄平仄。|平仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。,儲泳,S
253609,9675,送盧萍齋,當春雁北飛，之子獨南歸。|寒暑本無定，去來應有機。|柳烟迷客棹，花露濕征衣。|明月人千里，相思消息稀。,平平仄仄平，平仄仄平平。|平仄仄平仄，仄平仄仄平。|仄平平仄仄，平仄仄平平。|平仄平平仄，平平平仄平。,儲泳,S
253610,9675,紅藥,紅藥階前半吐葩，露枝已入貴人家。|不如庭下無名草，一度春風一度花。,平仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,儲泳,S
253611,9675,涵虛閣,菊秋梅臘百花春，過眼年華醉夢身。|今日不因登此閣，不知人世是紅塵。,仄平平仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,儲泳,S
253612,9675,春日郊行,東風吹著便成花，粧點園林賣酒家。|田野可栽閑草木，十分春色在桑麻。,平平仄仄仄平平，平仄平平仄仄平。|平仄仄平平仄仄，仄平平仄仄平平。,儲泳,S
253613,9675,柬藏一,靈竺山前滿逕苔，遊春車馬可曾來。|共君便欲携尊去，一樹海棠花正開。,平仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄仄平平仄平。,儲泳,S
253614,9675,胡定齋惠墨求詩,萬杵玄霜玉兔魂，刀圭煉就許平分。|流珠輕滴銀蟾露，化作催詩一片雲。,仄仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,儲泳,S
253615,9675,春晝,亭院深深春晝長，度窗蜂影去來忙。|自從野菜花開後，一月熏爐不炷香。,平仄平平平仄仄，仄平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,儲泳,S
253616,9675,送人,昨日含愁始送春，今朝又復送行人。|江頭楊柳不須折，那與愁眉替得顰。,仄仄平平仄仄平，平平仄仄仄平平。|平平平仄仄平仄，仄仄平平仄仄平。,儲泳,S
253617,9675,覺來,西風吹夢過錢塘，獨上孤山叩冷香。|紙帳四垂燈影薄，覺來疑是月昏黄。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,儲泳,S
253618,9675,登漣漪閣,傑閣枕平川，秋光淡遠烟。|窗開林外景，影占水中天。|野色歸吟笛，征帆過客船。|危欄人徙倚，縹緲十洲仙。,仄仄仄平平，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,儲泳,S
253619,9675,光風霽月亭,一段風流出自然，中和氣候嫩凉天。|百年心事無人會，付與茅亭伴呂仙。,仄仄平平仄仄平，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,儲泳,S
253620,9675,題梅塢畫推蓬梅,冰魂銷不盡，招得上南枝。|依約橫斜影，紗窗月上時。,平平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。,儲泳,S
253621,9675,月巖,天然合成璧，落月透巖暉。|不盡團圓影，應知晦蝕機。|騎蟾人已去，擣藥兔忘歸。|惟有婆娑桂，吹香度客衣。,平平仄平仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄仄平。|平仄平平仄，平平仄仄平。,儲泳,S
253622,3746,嘉定二年秋重游洞霄,餘杭泉石欠幽探，浄拂衣塵入翠嵐。|九鎖山門雲上下，一峯天柱殿西南。|元封舊事無人記，德壽仙游有客談。|痛飲丹泉卧玄石，松風滿耳夢初酣。,平平平仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄平平仄平仄，平平仄仄仄平平。,胡衍,S
253623,9676,次許宰普惠院祈雨韵,華鯨呼客響修廊，杖履來遊薝葡堂。|宰堵擎天光繚繞，遠山排闥翠昂藏。|高僧宴坐鬚髯古，縣尹新題詩句香。|喚雨雨來端有驗，會看行旅不齎糧。,平平平仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平平仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,莊夢說,S
253624,9677,采藥,采藥歸來抱膝吟，烟霞情性愛山林。|不留蹤迹在圖畫，三十六峰何處尋。,仄仄平平仄仄平，平平平仄仄平平。|仄平平仄仄平仄，仄仄仄平平仄平。,潘彙征,S
253625,9678,挽張都諫文肅公,更從別駕立朝端，白簡風生憲府寒。|宣室每前深夜席，木天時染秘書翰。|琴思中散人何在，鶴返遼陽影已單。|聖主愴然爲輟食，九原莫作淚空漫。,○○仄仄仄平平，仄仄平平仄仄平。|平仄仄平○仄仄，仄平平仄仄平仄。|平○○仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄○仄。,郭磊卿,S
253626,9678,偶題,更無清興在杯觴，不用蒲葵扇自凉。|月色靜時山鶴叫，一庭秋景藕花香。,平平平仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,郭磊卿,S
253627,9678,柳詞,春風垂柳絲，只向庭前住。|妾心逐征夫，萬里天南去。|柳枝縱多綿，妾夢不知數。|少年學得畫雙眉，今日看看作愁具。,平平平仄平，仄仄○平仄。|仄平仄平平，仄仄平平仄。|仄平仄平平，仄仄仄平仄。|仄平仄仄仄平平，平仄○○仄平仄。,郭磊卿,S
253628,9679,和戴石屏  其一,赤地我民苦，寸心天我知。|元元爭救死，凜凜强扶危。|備具先三日，憂端彼一時。|倏然返生意，人力豈能爲。,仄仄仄平仄，仄平平仄平。|平平平仄仄，仄仄平平平。|仄仄平平仄，平平仄仄平。|仄平仄平仄，平仄仄平平。,王伯大,S
253629,9679,和戴石屏  其二,叫得神明力，挽回天地心。|連朝被甘澤，既雨積重陰。|水滿田高下，涼生秋淺深。|老癃幸無死，一飽慶從今。,仄仄平平仄，仄平平仄平。|平平仄平仄，仄仄仄平平。|仄仄平平仄，平平平仄平。|仄平仄平仄，仄仄仄平平。,王伯大,S
253630,9679,贈戴石屏,詩老相過鬢已星，吟魂未減昔年清。|揮毫不著塵埃語，盡把梅花巧琢成。,平仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,王伯大,S
253631,9679,丹青閣,傑閣岧嶢倚碧蒼，菊花時節此持觴。|市聲一段隔秋水，橋影半空橫夕陽。|挺挺霜筠排壑立，涓涓石溜引山長。|人言絕頂多奇觀，安得閑身宿上方。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄仄平仄，平仄仄平仄仄平。|仄仄平平平仄仄，平平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,王伯大,S
253632,9680,山中憶兄弟,鴻雁不成行，飄零歲月長。|一身三處夢，五夜九回腸。|積雪欺茅屋，孤燈照錦囊。|何當聽夜雨，却話此凄凉。,平仄仄平平，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,項容孫,S
