string,string,string,string,string,string,string
id,author_id,title,content,yunlv_rule,author,dynasty
246360,9496,次韵張提刑送行  其六,雲邊江樹作離聲，回首秋光滿渭城。|蜀水吳山無間斷，只應明月識人情。,平平平仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。,洪咨夔,S
246361,9496,次楊瀘南以前區字韵送行  其一,水穩風凉快長年，歸帆東指白雲邊。|落花款段兒能御，薦草烏犍手自牽。|蜀口戍兵誰飽飯，淮頭編戶幾安眠。|野人只願羣賢進，輻湊良籌到上前。,仄仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246362,9496,次楊瀘南以前區字韵送行  其二,萬里來鴻未有書，社前歸燕與人俱。|漲痕落後杭巫峽，風力高時畧太湖。|深愧平生嗟靖節，一匡天下望夷吾。|延英入定中興業，早震天聲到鬼區。,仄仄平平仄仄平，仄平平仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246363,9496,岑公洞,洞從開闢有，翁獨擅真清。|磴古蒼苔澀，巖空細溜明。|誰刊新即事，盡剔舊題名。|太息今猶古，江山不世情。,仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。,洪咨夔,S
246364,9496,開濟堂,魚復平沙漲夕陰，紅旗影底老蛟吟。|窮今亙古三分恨，托地撐天一寸心。|過雨斷雲閑絕壁，凉風歸鳥急平林。|江山難着醒時眼，有酒如澠放手斟。,平仄平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。|平平仄仄仄平仄，仄仄平平仄仄平。,洪咨夔,S
246365,9496,東屯,犖确嶔岑轉百盤，峽天深處得平寬。|秋風策策䕷花老，暮雨蕭蕭稻子寒。|仁者樂山心本靜，碩人在澗體俱胖。|農家不解詩翁趣，只道豐年了納官。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平仄。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246366,9496,高齋,江滸行厨轉，關頭細路過。|手摩如象石，目送卧龍坡。|骯髒雲端柏，鬅鬙雨後莎。|晚來晴更好，舟發亂山阿。,平仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246367,9496,中秋秭歸岸下,出蜀趨吳第一州，夕凉隨意繫扁舟。|十分人鮓甕頭月，一片水晶宮裏秋。|夜氣長存號老鶴，天機自動舞潜虬。|得歸到處皆佳思，不問西風解白頭。,仄仄平平仄仄平，仄平平仄仄平平。|仄平平仄仄平仄，仄仄仄平平仄平。|仄仄平平平仄仄，平平仄仄仄仄平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246368,9496,懷程及甫  其一,撇濆梢渦穩下舟，狼牙鹿角又黄牛。|兒曹脫險讙呶甚，數到家山十二州。,仄平平平仄仄平，平平仄仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246369,9496,懷程及甫  其二,石馬門前萬里迴，向人似亦笑顔開。|獨尋舊日題詩處，却恨騷翁不共來。,仄仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246370,9496,獨醒亭,今來古往江山老，地盡天窮草木愁。|爲問大夫能飲否，芙蓉落盡菊花秋。,平平仄仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，平平仄仄仄平平。,洪咨夔,S
246371,9496,溫泉院  其一,老火欺人客路長，艤舟取次浴溫湯。|犬鳴三峽夜逾靜，月上四更天始凉。,仄仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄仄平仄，仄仄仄平平仄平。,洪咨夔,S
246372,9496,溫泉院  其二,神虎護泉寒翠壁，靈虬吐沫暖冰壺。|玉環不碎征塵裏，更引三郎到古渝。,平仄仄平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246373,9496,劉家江阻風  其一,動地千牛力，行天萬馬聲。|溟濛迷太極，浩蕩送平生。|夢與屏幃兀，心隨簋缶傾。|黄頭多着纜，作止候三更。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246374,9496,劉家江阻風  其二,歲月孤槎轉，風波斷梗隨。|謝三元自慣，巽二莫相欺。|沙岸往來拍，蘆林開闔吹。|欠伸呼斗酒，一笑酹馮夷。,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|平仄仄平仄，平平平仄平。|仄平平仄仄，仄仄仄平平。,洪咨夔,S
246375,9496,千竿夾,方雨江流紅，未霜蘆花紫。|寂寂遠帆來，拍拍晴鷗起。,平仄平平平，仄平平平仄。|仄仄仄仄平，仄仄平平仄。,洪咨夔,S
246376,9496,包港風濤  其一,䉲百丈幾牽掣斷，鐵三脚已撼摇浮。|陽侯戲劇何須爾，身世從來等一漚。,平仄仄仄平仄仄，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246377,9496,包港風濤  其二,顛風立海雷轟柁，駭浪翻天雪壓篷。|夜半乖龍酣戰退，一奩冰鑑本來空。,平平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。,洪咨夔,S
246378,9496,寧宗皇帝挽詩  其一,虛己堯黄屋，清心漢弋綈。|乾符開太一，坤軫拓全齊。|鎮國天球在，賓空寶仗迷。|歷年施澤久，四海哭遺黎。,平仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|仄平仄仄仄，仄仄仄平平。,洪咨夔,S
246379,9496,寧宗皇帝挽詩  其二,德粹三靈接，功成萬國雍。|方培豐水芑，忽跨鼎湖龍。|廟號追文考，陵名冠世宗。|微臣趨覲晚，灑涕續車攻。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246380,9496,送章君範之湖南幕,天闊孔鸞起，江晴荃若春。|親榮知有子，主勝信宜賓。|嶽麓盛古學，衡山多秀民。|平生金玉質，更看濯磨新。,平仄仄平仄，平平平仄平。|平平平仄仄，仄仄仄平平。|仄仄仄仄仄，平平平仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246381,9496,寄題成都張宰壓雲樓  其一,清霜戒曉日將出，急雨報晴雲乍開。|庭下簿書渾引却，獨揩雙眼上樓來。,平平仄仄仄平仄，仄仄仄平平仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,洪咨夔,S
246382,9496,寄題成都張宰壓雲樓  其二,氣如軻也生於義，道似參乎任以仁。|乾蓋坤輿猶塞破，何難壓倒玉嶙峋。,仄平仄仄平平仄，仄仄平平平仄平。|平仄平平平仄仄，平平仄仄仄平平。,洪咨夔,S
246383,9496,送杜陽安奉親還蜀  其一,訪落方勤止，而翁苦掉頭。|立幾遺世獨，行盍爲王留。|日月馳雙轂，乾坤寄一舟。|勿緣歸計得，忘却緯邊憂。,仄仄平平仄，平平仄仄平。|仄仄平仄仄，仄仄平平平。|仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。,洪咨夔,S
246384,9496,送杜陽安奉親還蜀  其二,買我歸吳棹，揚君泝蜀旃。|雖爲萬里別，端有一家緣。|臘雪添新漲，春風減舊綿。|江山隨處好，橫槊小留連。,仄仄平平仄，平平仄仄平。|平平仄仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246385,9496,和高續古省中雪,升平見一斑，未臘得三雪。|天開銀色界，人立水晶闕。|小團醉後煮，清夢梅邊說。|莫道石渠春，不似山陰月。,平平仄仄平，仄仄仄○仄。|平平平仄仄，平仄仄平仄。|仄平仄仄仄，平仄平平仄。|仄仄仄平平，仄仄平平仄。,洪咨夔,S
246386,9496,省中和何子溫見寄,東風婉娩燕來雙，禁漏無聲萬綠香。|寶鴨炷雲朝太紫，玉蜍挹露校鉛黄。|聖賢不斷千年脈，宇宙長存一點光。|老鶴也知虛靜好，夜深踏月上脩廊。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246387,9496,和何特夫見寄,人從萬里蜀天歸，御柳藏鴉絮又飛。|風細爐熏摇穗直，日長漏箭出花稀。|九重旰食圖無逸，四塞宵征賦采薇。|愛國書生心更苦，夜占列象候璿璣。,平平仄仄仄平平，仄仄平平仄仄平。|平仄平平平仄仄，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246388,9496,送秦祕監還蜀  其一,岷峨人物古，淮海姓名香。|識面歲華晚，論心春晝長。|有懷胡去國，無媿好還鄉。|呼酒犒三老，柁樓天正凉。,平平平仄仄，平仄仄平平。|仄仄仄平仄，平平平仄平。|仄平平仄仄，平仄仄平平。|平仄仄平仄，仄平平仄平。,洪咨夔,S
246389,9496,送秦祕監還蜀  其二,蜀産班行幾，分符又去之。|氣完吞落日，心定發凉颸。|蠅虎攫何壯，蝸牛升更癡。|見幾能許早，別思渺江蘺。,仄仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。|平仄仄平仄，平平平仄平。|仄仄平仄仄，仄仄仄平平。,洪咨夔,S
246390,9496,送張行父守贛  其一,覺是聖賢脈，復爲天地根。|典刑諸老盡，文獻幾家存。|露下鶴先警，風高鴻獨騫。|一時京洛價，知有魏公孫。,仄仄仄平仄，仄平平仄平。|仄平平仄仄，平仄仄平平。|仄仄仄平仄，平平平仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246391,9496,送張行父守贛  其二,南斗一帆外，西風千騎頭。|莫嗟中落落，須感上休休。|賈誼詞林曉，陳蕃墓草秋。|經行拚斗酒，爲浣古今愁。,平仄仄平仄，平平平仄平。|仄平平仄仄，平仄仄平平。|仄仄平平仄，平平仄仄平。|平平仄仄仄，平仄仄平平。,洪咨夔,S
246392,9496,送客一首送真侍郎,風雨寂歷蘆荻秋，梧桐落盡斜陽收。|孤鴻影斷蒼莽外，愁絕送客濤江頭。|客心恰似濤江水，夾岸擁沙潮不起。|海門一線拱觚稜，無聲夜到龍山尾。|重雲壓江秋陰陰，千古送客非斯今。|有酒可別不敢斟，天乎天乎知客心。|天乎天乎知客心。,平仄仄仄平仄平，平平仄仄平平○。|平平仄仄○仄仄，平仄仄仄平平平。|仄平仄仄平平仄，仄仄仄平平仄仄。|仄平仄仄仄平平，平平仄仄平平仄。|○平仄平平平平，平仄仄仄平平平。|仄仄仄仄仄仄平，平平平平平仄平。|平平平平平仄平。,洪咨夔,S
246393,9496,和續古蜜朮,參桂齊名骨自香，百花釀醑助甘凉。|含金咀玉風標別，消得肩吾爲發揚。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平平仄平。,洪咨夔,S
246394,9496,贈小兒醫,忍饑覓句孟東野，守寂草玄楊子雲。|囊有遺書無與讀，兩家恨不早逢君。,仄平仄仄仄平仄，仄仄仄平平仄平。|平仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246395,9496,和續古謝送墨,黑月黳雲脫太清，海風吹上筆頭輕。|瑣窗冷透芙蕖碧，定有新銘到九成。,仄仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246396,9496,題鍾春伯所示周昉明皇對弈圖,寶欄十二午陰移，思入雲霄落子遲。|當局早知提醒着，危機應不墮蛾眉。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。,洪咨夔,S
246397,9496,乙酉六月十九日應詔言事九月一日去國一首,黑風吹雨出長安，破帽騷騷怯暮寒。|不得之乎成一事，却因而已失三官。|人心天理推詳易，世路交情點檢難。|白髮老人經事慣，教兒只作博投看。,仄平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。,洪咨夔,S
246398,9496,丙戌天基節自至道宮趨寶福院寒甚,朝謁千秋節，攀援萬歲藤。|山明松戴雪，澗澀石懷冰。|清壯髯還戟，酸癯面亦稜。|暖寒能破戒，珍重虎溪僧。,平仄平平仄，平平仄仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246399,9496,大人用韵再一首,靜裏栽梨棗，閑邊話葛藤。|緣塵還我雪，世態任渠冰。|宿卉芽渾脫，新禽語模稜。|年華催鑷白，自笑禿於僧。,仄仄平平仄，平平仄仄平。|平平平仄仄，仄仄平平平。|仄仄平平仄，平平仄平平。|平平平仄仄，仄仄仄平平。,洪咨夔,S
246400,9496,乙酉歲暮有感  其一,罷參歸趁日高眠，隨意繙書不計編。|歲事從教催白髮，春風元只在丹田。,仄平平仄仄平平，平仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。,洪咨夔,S
246401,9496,乙酉歲暮有感  其二,精神收召入腔來，水色山光面目開。|可惜行窩新失伴，雪晴未忍說尋梅。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246402,9496,乙酉歲暮有感  其三,樽酒團欒里社情，眼中忽不見公榮。|祗應天體如雞子，地下人間共月明。,平仄平平仄仄平，仄平仄仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246403,9496,敬和大人新年韵,井渫得泉終必食，睽弧遇雨更奚疑。|毋庸伊尹要三聘，且學顔淵克四非。|勢去鐵鞋無處覓，志亨金印有時纍。|梅花結子桃花發，爛熳春風醉典衣。,仄仄仄平平仄仄，平平仄仄仄平平。|平平平仄仄平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|平平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246404,9496,梅  其一,寒瓶虛插一枝斜，留待春風放霽華。|已信不冰方着水，可憐欲槁更開花。,平平平仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246405,9496,梅  其二,繁芳玉立夾胡床，勾引春韶午夢長。|有眼盡迷空裏色，無心方識定中香。,平平仄仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。,洪咨夔,S
246406,9496,梅  其三,竹屋茅簷一樹斜，冰霜意氣蓋韶華。|有餘不盡如知道，半已青青半尚花。,仄仄平平仄仄平，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246407,9496,梅  其四,桃花紅豔照銀床，黄入金明柳線長。|欲與晚梅相輩行，同時到底不同香。,平平平仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。,洪咨夔,S
246408,9496,挽禮上人,盤屈虹蜺氣，空山老白雲。|酒因陶令買，芋爲鄴侯分。|甘露門知味，毗耶藏著勳。|南軒無復見，巖卉自清芬。,平仄平平仄，平平仄仄平。|仄平平仄仄，仄平仄平平。|平仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,洪咨夔,S
246409,9496,和開之社日,久要來新燕，簷花泫曉霏。|治聾憨舅醉，廢讀惰孫歸。|鶻突輸贏局，醒鬆脫着衣。|一簾春寂寂，誰解識吾機。,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，仄平仄仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246410,9496,春事,莫爲春愁兩鬢翁，管愁元不屬春風。|深黄楊柳夕陽外，淡白杏花明月中。|大自在身天地並，妙光明性聖愚同。|鳴鳩乳燕相料理，融得從前萬慮空。,仄平平平仄仄平，仄平平仄仄平平。|○平平仄仄平仄，仄仄仄平平仄○。|仄仄仄平平仄○，仄平平仄仄平平。|平平仄○○仄仄，平仄○平仄○○。,洪咨夔,S
246411,9496,寒暄不齊  其一,社後歸來燕兩三，門前細柳綠摻摻。|乞將蝴蝶蜻蜓扇，與試鵝黄水碧衫。,仄仄平平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246412,9496,寒暄不齊  其二,次第新烟欲試茶，錚錚飛霰響簷牙。|惜春苦欲春長在，且得輕寒約住花。,仄仄平平仄仄平，平平平仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246413,9496,敬次老人即事,韶華九十恰平分，過化中存一點神。|草脫燒痕非故色，梅收花事又新人。|正襟危坐三靈會，擁鼻長謠萬象賓。|酬答風光惟辦此，可能春夢到天津。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。|平平平仄平平仄，仄仄平平仄仄平。|平仄平平平仄仄，仄平平仄仄平平。,洪咨夔,S
246414,9496,清明  其一,梨花匼匝不見葉，柳穟玲瓏初欲綿。|寒食清明等閑過，日長翻覆壓書眠。,平平仄仄仄仄仄，仄仄平平平仄平。|平仄平平仄平仄，仄平平仄仄平平。,洪咨夔,S
246415,9496,清明  其二,風將好夢到蘭亭，驚覺虛簷九子鈴。|老眼醒來無着處，倚樓檢校樹頭青。,平平仄仄仄平平，平仄平平仄仄平。|仄仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246416,9496,次韵西塢道庵,芳蹊幾曲重行行，塢裏曾陰塢外晴。|秧馬鬅鬙和雨種，籜龍菌蠢带煙烹。|黑風動地前程暗，白日行天內景明。|却愛道民無別解，一杯春茗雪花輕。,平平仄仄平平仄，平仄平平平仄平。|平仄平平平仄仄，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。,洪咨夔,S
246417,9496,雪歎  其一,唐時三月十八雪，况復今年多一旬。|萬紫千紅渾過盡，荼䕷滿架與爭春。,平平仄仄仄仄仄，仄仄平平平仄平。|仄仄平平平仄仄，平平仄仄仄平平。,洪咨夔,S
246418,9496,雪歎  其二,桑穎騷騷麥又萎，雪花如椀雨如絲。|老天只解苦黔首，快活貴人那得知。,平仄平平仄仄平，仄平仄仄仄平平。|仄平仄仄仄平仄，仄仄仄平仄仄平。,洪咨夔,S
246419,9496,桂子次韵贈阮甥,一樹青青桂子榮，廣寒宮殿玉爲楹。|不知天上何年墮，故使人間有種生。|風影碎摇籤帙爽，露華倒洗筆頭清。|寸田更與加培埴，收取天香染姓名。,仄仄平平仄仄平，仄平平仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246420,9496,次韵雙桂,物理無枯底有榮，一雙玉樹倚脩楹。|長如拱璧天球在，元共交梨火棗生。|卜築地連盤谷勝，賦歸人占小山清。|晝陰最喜添新綠，時有佳禽自薦名。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，仄平平仄仄平平。|仄平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246421,9496,閑居,暑設青綀幕，晴更皂葛巾。|家貧猶氣象，人老亦精神。|蜂閙花生計，蛾翾繭化身。|靜中觀物變，同是一天真。,仄仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。|平仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246422,9496,鍾惠叔轉示趙臨安兩山堂諸公詩刻隨喜二首  其一,兩峰高峙玉，五畝秀含滋。|細柳未眠種，脩篁方醉移。|雨將雲出谷，水引月歸池。|動靜天機密，何人共一巵。,仄平平仄仄，仄仄仄平平。|仄仄仄平仄，平平平仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。,洪咨夔,S
246423,9496,鍾惠叔轉示趙臨安兩山堂諸公詩刻隨喜二首  其二,朵頤常逐逐，觀復自休休。|靜晝青竹笋，深春黄栗留。|覺圓熏穟直，夢破茗華浮。|爲問連山易，床頭好在不。,仄平平仄仄，仄仄仄平平。|仄仄平仄仄，平平平仄仄。|仄平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄仄。,洪咨夔,S
246424,9496,燕巢,華堂橫架晴虹壯，來鳳結巢長一丈。|中間贔屭譙樓勢，兩旁坡陀翼城樣。|相攸爾居莫此樂，得意鳴聲相下上。|同時啐啄三四雛，盡日往來千百餉。|欲飛未飛翅羞澀，似定不定跂摇漾。|施施引趁女牆行，戢戢教升危堞望。|黄金鑄印分裏有，何用芹泥呈瑞象。|主人長健燕長歸，但願春風不相放。,平平○仄平○仄，平仄仄平○仄仄。|○○仄仄平平仄，仄仄平平仄平仄。|○平仄平仄仄仄，仄仄平平○仄仄。|平平？仄○仄平，仄仄仄平平仄仄。|仄平仄平仄平仄，仄仄仄仄仄平仄。|仄仄仄仄仄平○，仄仄○平平仄仄。|平平仄仄○仄仄，平仄平○平仄仄。|仄平○仄○○平，仄仄平平仄○仄。,洪咨夔,S
246425,9496,浮溪周居士挽詩,野水崗頭屋，春風竹裏厨。|所安仁者靜，其樂道之腴。|遺逸盍徵詔，耆英空畫圖。|詩書根氣遠，叢桂蔚相扶。,仄仄平平仄，平平仄仄平。|仄平平仄仄，仄仄仄平平。|仄仄仄平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,洪咨夔,S
246426,9496,次韵子有賦著圖書所,富兒種巵敵封君，貧翁結柳呼奴星。|物理虧盈蛇夔蚿，惟有讀書可以逃天刑。|守玄老死天祿閣，巧宦三入承明庭。|人生得失雉梟盧，惟有知道可以垂芳馨。|嗟予鈍甚爐底鑛，陶寫淬濯誰爲硎。|買書充屋手點勘，杞菊門巷槐花零。|九流七略宗六經，大川小澮趨東溟。|騷人墨客幾汗青，秦姬趙女爭娉婷。|聖賢氣脈眇如綫，義理門戶元無扃。|圓冠方屨弗見道，金貂玉櫑空圖形。|君年正壯眼如漆，一過萬字披不停。|借書一瓻走赤脚，燈前急雨鳴高瓴。|扶輿磅礴天兩目，渟蓄雲氣藏風霆。|鈎深造極猛着力，會插八翼摶青冥。,仄平仄平仄○平，平平仄仄平平平。|仄仄平平平平平，平仄仄平仄仄平平平。|仄平仄仄平仄仄，仄仄○仄平平○。|平平仄仄仄平平，平仄平仄仄仄平平平。|平仄仄仄平仄仄，平仄仄仄平平平。|仄平平仄仄仄仄，仄仄平仄平平平。|仄平仄仄平仄平，仄平仄仄平平○。|平平仄仄仄仄平，平平仄仄平○平。|仄平仄仄仄○仄，仄仄平仄平平平。|平○平仄仄仄仄，平平仄平○平平。|平平○仄仄○仄，仄○仄仄平仄平。|仄平仄平仄仄仄，平平仄仄平平平。|平平平仄平仄仄，平仄平仄○平平。|平○仄仄仄仄仄，仄仄仄仄平平平。,洪咨夔,S
246427,9496,九日,老無擘畫笑柴桑，兩眼惺惺菊自黄。|渠更笑人無菊把，拒霜相對過重陽。,仄平仄仄仄平平，仄仄平平仄仄平。|平仄仄平平仄仄，仄平仄仄仄平平。,洪咨夔,S
246428,9496,答子有,裹飯無人過子桑，拒霜一徑雨昏黄。|花根記縛西湖纜，紅淺紅深醉夕陽。,仄仄平平仄仄平，仄平仄仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246429,9496,夫容,向背有深態，纖穠無定姿。|最憐花脫後，全似蕊包時。,仄仄仄平仄，平平平仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246430,9496,荆公,君臣一德盛熙寧，厭故趨新用六經。|但怪畫圖來鄭俠，何期奏議出唐坰。|掌中大地山河舞，舌底中原草木腥。|養就禍胎身始去，依然鍾阜向人青。,平平仄仄仄平平，仄仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。|仄仄仄平平仄仄，平平平仄仄平平。,洪咨夔,S
246431,9496,冬雷行,三月廿八雪，十月十九雷。|日官起歷失氣朔，深春爲臘冬爲梅。|衣巾暄淑糝白醭，研席昏濕凝青埃。|階頭蠢䏰上未已，陣陣送雨千峰來。|水鄉種早場已築，山鄉種晚鎌方催。|漏天未信解晴否，低田芽茁高田摧。|老農一飽不自保，愁面百摺何當開。|君不見太史局申十月雷，麥成堆。,○仄仄仄仄，仄仄仄仄平。|仄平仄仄仄仄仄，○平平仄平平平。|○平平仄仄仄仄，平仄平仄○平平。|平平仄仄仄仄仄，仄仄仄仄平平平。|仄平仄仄平仄仄，平平仄仄平平平。|仄平仄仄仄平仄，平平平仄平平平。|仄平仄仄仄仄仄，平仄仄仄平○平。|平仄仄仄仄仄平仄仄平，仄平平。,洪咨夔,S
246432,9496,送郎丞之桐城,江北江南雪意催，半酣椎鼓起征桅。|銳從猿鶴歸休去，剛被功名引調來。|破虜檄傳淝水定，屯田疏上皖陂開。|筆端矍鑠精神在，莫只清吟伴老槐。,平仄平平仄仄平，仄平平仄仄平平。|仄平平仄平平仄，平仄平平仄仄平。|仄仄仄平平仄仄，平平仄仄仄平平。|仄平仄仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246433,9496,奚左藏挽詩二首  其一,理學不遠復，躬行毋自欺。|志雖千萬往，材僅二三施。|花竹觥籌密，雲山步屐遲。|眇然人物裏，公竟止於斯。,仄仄仄仄仄，平平平仄平。|仄平平仄仄，平仄仄平仄。|平仄平平仄，平平仄仄平。|仄平平仄仄，平仄仄平平。,洪咨夔,S
246434,9496,奚左藏挽詩二首  其二,諸老定交早，羣兒驚見稀。|功名身韞櫝，翰墨世傳衣。|龜壽前占夢，鷗盟晚息機。|吳頭耆舊盡，搔首送斜暉。,平仄仄平仄，平平平仄平。|平平平仄仄，仄仄仄平平。|平仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,洪咨夔,S
246435,9496,次韵可庵梅,點雪非耶果是耶，紫千紅萬未曾芽。|蒼苔有暈龍鍾樹，幽谷無人自在花。|地暖孤鴻來索伴，天空雙鷺下通家。|詩翁快整春風脚，山路霜泥踏馬牙。,仄仄平平仄仄平，仄平平仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。|仄仄平平平仄仄，平平平仄仄平平。|平平仄仄平平仄，平仄平平仄仄平。,洪咨夔,S
246436,9496,邛杖次韵,槎使携歸餉老人，高稜疎節屈中伸。|撥開豺虎憑陵氣，攝取蛟龍變化身。|訪洗頭盆還喜健，伴行脚笠未嫌貧。|一般仙骨清如鶴，倚看滄溟解起塵。,平仄平平仄仄平，平平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。|仄仄平平平仄仄，仄平仄仄仄平平。|仄平平仄平平仄，仄仄平平仄仄平。,洪咨夔,S
246437,9496,疇甫叔挽詩  其一,南渡幾年裏，深山誰力書。|獨君酣百戰，許我丐三餘。|參斗明燈燼，湖江渴硯蜍。|斯人猶不第，天理竟何如。,平仄仄平仄，平平平仄平。|仄平平仄仄，仄仄仄平平。|仄仄平平仄，平平仄仄平。|平平平仄仄，平仄仄平平。,洪咨夔,S
